brand,model,variant,year,fuel_type,transmission,km_driven,engine_cc,mileage,ownership,location,seats,condition,insurance_valid,price
Kia,Seltos,X-Line,2016,Petrol,Automatic,122689,1547,17.8,3rd Owner,Chandigarh,5,Fair,False,350000
Maruti Suzuki,Wagon R,ZXi,2016,Petrol,Automatic,73318,1048,24.8,2nd Owner,Bengaluru,5,Excellent,True,155000
Toyota,Fortuner,2.8 4x2 AT,2022,Diesel,Automatic,34269,2755,13.4,3rd Owner,Kochi,7,Fair,True,1555000
Mahindra,Bolero,B6(O),2015,Diesel,Manual,164765,1443,16.0,1st Owner,Mumbai,7,Good,True,190000
Volkswagen,Virtus,Topline,2022,Petrol,Manual,45235,1498,17.3,2nd Owner,Chandigarh,5,Good,True,645000
Audi,A6,45 TFSI Premium Plus,2018,Petrol,Automatic,93056,1984,13.0,2nd Owner,Surat,5,Poor,False,1370000
Tata,Tiago,XT,2016,Electric,Manual,123016,1249,20.6,2nd Owner,Bengaluru,5,Excellent,False,130000
Mercedes-Benz,GLC,GLC 220d,2015,Diesel,Automatic,88884,1943,14.2,1st Owner,Hyderabad,5,Fair,False,1225000
Hyundai,Alcazar,Signature,2023,Diesel,Automatic,18903,1443,17.3,1st Owner,Pune,7,Fair,True,1110000
Maruti Suzuki,Alto,LXi,2024,CNG,Manual,29644,796,24.3,4+ Owners,Delhi,5,Poor,True,145000
Hyundai,Creta,S,2013,Diesel,Automatic,97510,1497,15.8,4+ Owners,Bengaluru,5,Excellent,True,350000
Renault,Triber,RXE,2019,Petrol,Automatic,56888,949,18.5,2nd Owner,Ahmedabad,7,Fair,False,210000
Hyundai,Creta,SX,2022,Diesel,Manual,29483,1447,16.6,3rd Owner,Lucknow,5,Poor,True,385000
Honda,Amaze,VX,2017,Petrol,Automatic,72080,1199,18.5,3rd Owner,Delhi,5,Poor,True,135000
Kia,Sonet,HTK,2020,Petrol,Automatic,82843,1197,17.6,3rd Owner,Chandigarh,5,Excellent,True,330000
MG,Hector,Style,2023,Diesel,Automatic,26180,1956,16.8,4+ Owners,Jaipur,5,Poor,True,560000
Hyundai,Venue,E,2021,Petrol,Manual,65617,1147,18.9,2nd Owner,Bengaluru,5,Excellent,False,370000
MG,Astor,Super,2023,Petrol,Automatic,30811,1448,14.5,4+ Owners,Jaipur,5,Fair,False,460000
Audi,A4,40 TFSI Technology,2014,Petrol,Automatic,98777,1934,17.6,1st Owner,Kochi,5,Fair,False,850000
Toyota,Camry,2.5 Hybrid,2022,Hybrid,Automatic,35796,2487,18.8,4+ Owners,Mumbai,5,Poor,False,1415000
Maruti Suzuki,Grand Vitara,Zeta,2018,Petrol,Automatic,88814,1490,28.9,1st Owner,Lucknow,5,Good,True,435000
BMW,5 Series,530d M Sport,2017,Diesel,Automatic,84948,1945,18.6,4+ Owners,Surat,5,Poor,False,1005000
Skoda,Slavia,Active,2017,Petrol,Manual,127775,1448,17.6,2nd Owner,Lucknow,5,Excellent,True,350000
Maruti Suzuki,Wagon R,ZXi,2016,CNG,Automatic,140325,998,25.6,1st Owner,Vadodara,5,Excellent,True,155000
Renault,Triber,LXL,2020,Petrol,Automatic,52311,1049,20.0,1st Owner,Chennai,7,Excellent,False,315000
Audi,Q3,35 TDI Quattro,2016,Petrol,Automatic,106789,2034,14.4,1st Owner,Kolkata,5,Good,True,1165000
Maruti Suzuki,Dzire,ZXi,2022,CNG,Automatic,53940,1197,24.0,2nd Owner,Kolkata,5,Fair,False,325000
Maruti Suzuki,Ciaz,Zeta,2021,Petrol,Automatic,42747,1412,19.5,3rd Owner,Vadodara,5,Fair,False,340000
BMW,X1,sDrive20i,2016,Petrol,Automatic,71920,2045,15.8,2nd Owner,Surat,5,Excellent,False,1100000
Toyota,Camry,2.5 Hybrid,2019,Hybrid,Automatic,80997,2487,19.7,4+ Owners,Vadodara,5,Fair,False,1115000
Audi,Q3,35 TDI Quattro,2017,Petrol,Automatic,73101,2034,16.7,2nd Owner,Vadodara,5,Fair,True,1030000
Honda,WR-V,VX,2018,Diesel,Manual,90134,1448,17.4,1st Owner,Kolkata,5,Good,True,315000
Kia,Carens,Luxury,2019,Petrol,Manual,57031,1497,16.2,4+ Owners,Bengaluru,7,Fair,True,350000
Volkswagen,Taigun,Highline,2018,Petrol,Manual,107729,1448,18.6,2nd Owner,Chandigarh,5,Good,False,355000
Mercedes-Benz,C-Class,C 220d,2022,Diesel,Automatic,53465,1993,16.5,1st Owner,Jaipur,5,Good,False,3420000
Mahindra,Bolero,B4,2013,Diesel,Manual,127832,1493,14.9,4+ Owners,Jaipur,7,Fair,True,120000
Maruti Suzuki,Ertiga,ZXi,2020,CNG,Automatic,50767,1462,20.1,2nd Owner,Bengaluru,7,Poor,True,295000
BMW,3 Series,320d Luxury Line,2024,Petrol,Automatic,18040,2045,16.6,1st Owner,Ahmedabad,5,Fair,True,3560000
Maruti Suzuki,Baleno,Sigma,2013,Petrol,Automatic,174857,1147,23.0,4+ Owners,Surat,5,Good,True,120000
MG,Hector,Smart,2019,Petrol,Automatic,60591,1906,15.8,1st Owner,Chennai,5,Excellent,True,680000
Renault,Kwid,CLIMBER,2021,Petrol,Automatic,64404,949,20.6,4+ Owners,Hyderabad,5,Poor,False,125000
Maruti Suzuki,Baleno,Sigma,2022,CNG,Manual,34283,1147,23.6,1st Owner,Chennai,5,Good,False,425000
Toyota,Glanza,V,2013,Petrol,Manual,87158,1197,23.2,3rd Owner,Ahmedabad,5,Excellent,True,120000
Maruti Suzuki,Swift,VXi,2023,Petrol,Automatic,38742,1247,21.6,1st Owner,Pune,5,Fair,True,395000
Kia,Sonet,HTX,2019,Diesel,Automatic,58976,1147,19.0,1st Owner,Lucknow,5,Good,True,355000
Renault,Triber,RXZ,2015,Petrol,Automatic,69332,999,20.3,1st Owner,Ahmedabad,7,Poor,True,120000
MG,Astor,Style,2024,Petrol,Automatic,33578,1548,15.4,1st Owner,Ahmedabad,5,Good,False,855000
MG,Astor,Super,2021,Petrol,Manual,47138,1498,15.9,2nd Owner,Delhi,5,Poor,False,350000
Toyota,Fortuner,2.8 4x2 AT,2021,Diesel,Automatic,46541,2755,14.1,4+ Owners,Delhi,7,Poor,False,900000
Volkswagen,Polo,Trendline,2014,Petrol,Automatic,84040,949,19.2,3rd Owner,Jaipur,5,Good,False,120000
Mahindra,Thar,AX(O),2020,Diesel,Automatic,75126,2184,14.0,2nd Owner,Mumbai,4,Fair,False,500000
Mercedes-Benz,E-Class,E 350d,2021,Diesel,Automatic,32439,1993,13.9,4+ Owners,Delhi,5,Fair,True,2335000
Audi,A6,45 TFSI Premium Plus,2020,Petrol,Automatic,49380,1934,15.4,1st Owner,Kochi,5,Poor,False,2130000
Skoda,Slavia,Ambition,2013,Petrol,Automatic,185184,1448,19.1,2nd Owner,Surat,5,Good,True,350000
Renault,Kiger,RXT,2021,Petrol,Automatic,50817,999,20.5,3rd Owner,Kolkata,5,Good,True,305000
BMW,X1,sDrive20i,2024,Diesel,Automatic,18017,2045,16.9,3rd Owner,Vadodara,5,Good,True,2735000
BMW,X1,sDrive20i,2024,Petrol,Automatic,30579,2045,17.0,3rd Owner,Lucknow,5,Poor,True,1970000
Maruti Suzuki,Alto,Std,2013,Petrol,Manual,133498,796,25.3,2nd Owner,Lucknow,5,Excellent,False,120000
Skoda,Slavia,Ambition,2020,Petrol,Manual,74118,1548,19.4,3rd Owner,Surat,5,Excellent,False,405000
Mercedes-Benz,GLC,GLC 300,2021,Petrol,Automatic,49912,2043,15.8,4+ Owners,Lucknow,5,Good,False,2275000
Skoda,Octavia,Style,2024,Petrol,Automatic,25612,2034,14.5,2nd Owner,Surat,5,Excellent,False,1965000
Toyota,Glanza,S,2015,CNG,Manual,129205,1247,23.6,1st Owner,Bengaluru,5,Fair,True,145000
MG,Astor,Sharp,2022,Petrol,Manual,49436,1448,16.2,1st Owner,Kochi,5,Good,False,610000
Kia,Seltos,HTX,2016,Petrol,Automatic,116151,1497,16.2,4+ Owners,Jaipur,5,Excellent,True,350000
Volkswagen,Virtus,Highline,2013,Petrol,Automatic,104463,1498,18.7,3rd Owner,Mumbai,5,Fair,False,350000
Toyota,Innova Crysta,VX,2021,Diesel,Manual,48524,2393,15.2,1st Owner,Hyderabad,7,Good,False,1060000
Honda,Civic,ZX,2014,Petrol,Automatic,163710,1749,15.3,1st Owner,Bengaluru,5,Fair,True,350000
Honda,WR-V,VX,2019,Diesel,Manual,92841,1448,17.2,1st Owner,Jaipur,5,Excellent,True,370000
Renault,Kwid,RXT,2018,Petrol,Automatic,84913,999,22.8,4+ Owners,Ahmedabad,5,Poor,True,120000
Skoda,Slavia,Active,2024,Petrol,Automatic,17603,1548,19.7,3rd Owner,Mumbai,5,Good,True,745000
Renault,Kiger,RXT,2021,Petrol,Automatic,48838,949,18.8,2nd Owner,Bengaluru,5,Good,True,350000
Toyota,Innova Crysta,GX,2015,Diesel,Automatic,79940,2393,15.6,3rd Owner,Delhi,7,Good,False,405000
Mahindra,XUV700,AX3,2014,Diesel,Manual,111246,2184,14.0,3rd Owner,Chandigarh,7,Fair,True,350000
Mahindra,Scorpio-N,Z8,2015,Petrol,Automatic,109992,2184,15.1,4+ Owners,Chennai,7,Fair,True,350000
Mahindra,XUV300,W8(O),2020,Diesel,Automatic,81651,1447,20.4,1st Owner,Lucknow,5,Fair,True,375000
Honda,WR-V,SV,2024,Petrol,Manual,25129,1548,17.7,2nd Owner,Mumbai,5,Fair,False,535000
Tata,Harrier,Fearless,2016,Diesel,Manual,140340,2006,15.6,3rd Owner,Jaipur,5,Excellent,True,350000
Mercedes-Benz,GLC,GLC 220d,2021,Petrol,Automatic,41975,2043,16.0,2nd Owner,Surat,5,Poor,False,2020000
Mercedes-Benz,E-Class,E 220d,2014,Diesel,Automatic,114709,2043,14.1,3rd Owner,Ahmedabad,5,Poor,False,840000
Maruti Suzuki,Wagon R,LXi,2024,CNG,Automatic,28684,998,25.7,3rd Owner,Chandigarh,5,Excellent,False,370000
Honda,Civic,VX,2018,Diesel,Automatic,53086,1749,16.3,2nd Owner,Delhi,5,Fair,True,515000
Tata,Harrier,Smart,2023,Diesel,Automatic,32086,1956,17.3,4+ Owners,Hyderabad,5,Good,False,785000
Maruti Suzuki,Brezza,VXi,2015,Petrol,Manual,74801,1462,21.1,4+ Owners,Chandigarh,5,Excellent,False,155000
Honda,Civic,ZX,2020,Diesel,Automatic,60294,1849,15.4,2nd Owner,Chandigarh,5,Fair,True,695000
Mahindra,XUV300,W4,2016,Diesel,Automatic,79438,1447,19.1,4+ Owners,Lucknow,5,Good,True,165000
Renault,Kiger,RXE,2021,Petrol,Manual,67640,1049,19.2,1st Owner,Kochi,5,Poor,False,245000
Maruti Suzuki,Ciaz,Alpha,2016,Petrol,Automatic,115020,1462,18.9,4+ Owners,Kochi,5,Good,True,170000
Skoda,Kushaq,Style,2016,Petrol,Manual,143540,1548,16.4,2nd Owner,Surat,5,Fair,False,350000
Tata,Safari,Adventure,2017,Diesel,Automatic,97137,1906,16.0,4+ Owners,Bengaluru,7,Fair,False,350000
Toyota,Glanza,V,2024,Petrol,Manual,22845,1247,23.6,1st Owner,Hyderabad,5,Poor,False,415000
Renault,Kiger,RXZ,2024,Petrol,Manual,20836,949,20.1,4+ Owners,Chandigarh,5,Poor,True,265000
Honda,WR-V,SV,2022,Petrol,Manual,54792,1498,18.1,1st Owner,Kochi,5,Good,False,505000
Honda,WR-V,SV,2013,Petrol,Manual,87563,1448,18.0,2nd Owner,Delhi,5,Fair,False,120000
Kia,Sonet,HTK,2021,Petrol,Manual,38046,1247,19.4,3rd Owner,Pune,5,Fair,True,305000
Honda,Civic,VX,2022,Petrol,Automatic,38138,1849,15.3,1st Owner,Jaipur,5,Fair,False,1030000
Mercedes-Benz,GLC,GLC 300,2021,Diesel,Automatic,64813,1943,15.5,4+ Owners,Vadodara,5,Poor,True,1650000
Toyota,Fortuner,Legender,2023,Petrol,Manual,36273,2755,15.6,1st Owner,Surat,7,Fair,True,2005000
Kia,Carens,Luxury,2014,Petrol,Automatic,135496,1447,17.7,3rd Owner,Bengaluru,7,Good,False,350000
Honda,Amaze,S,2016,Petrol,Manual,102743,1149,19.4,1st Owner,Delhi,5,Poor,True,140000
Skoda,Slavia,Ambition,2018,Petrol,Automatic,88049,1448,20.0,3rd Owner,Ahmedabad,5,Good,True,350000
Mercedes-Benz,E-Class,E 200,2021,Petrol,Automatic,61113,1993,16.4,4+ Owners,Pune,5,Excellent,True,2825000
Kia,Carens,Premium,2018,Diesel,Automatic,77515,1497,15.7,4+ Owners,Chandigarh,7,Fair,False,350000
Kia,Seltos,GTX+,2024,Diesel,Automatic,25707,1497,16.0,2nd Owner,Chandigarh,5,Good,True,930000
Mercedes-Benz,C-Class,C 300d,2019,Diesel,Automatic,57173,1993,17.8,2nd Owner,Ahmedabad,5,Poor,True,1560000
Audi,Q3,40 TFSI,2020,Diesel,Automatic,43213,1934,16.4,1st Owner,Hyderabad,5,Fair,False,1825000
Hyundai,Venue,S+,2017,Diesel,Automatic,93636,1147,17.2,3rd Owner,Lucknow,5,Good,True,225000
Toyota,Glanza,G,2023,CNG,Automatic,24095,1247,21.7,2nd Owner,Lucknow,5,Good,False,460000
Renault,Kiger,RXT,2014,Petrol,Manual,139287,999,18.6,3rd Owner,Surat,5,Fair,False,120000
Volkswagen,Taigun,GT,2019,Petrol,Manual,42694,1548,17.0,3rd Owner,Surat,5,Excellent,True,400000
Hyundai,Creta,E,2020,Petrol,Manual,79608,1447,15.6,2nd Owner,Delhi,5,Poor,False,350000
BMW,5 Series,530d M Sport,2023,Petrol,Automatic,42685,1945,16.0,3rd Owner,Lucknow,5,Fair,False,3050000
Audi,Q3,40 TFSI,2021,Diesel,Automatic,73075,2034,16.1,4+ Owners,Jaipur,5,Fair,False,1310000
Honda,City,VX,2017,Hybrid,Automatic,90855,1498,16.3,2nd Owner,Pune,5,Fair,False,350000
BMW,5 Series,530d M Sport,2017,Petrol,Automatic,96979,1945,17.5,2nd Owner,Ahmedabad,5,Poor,False,1210000
BMW,X1,sDrive20i,2019,Petrol,Automatic,53996,2045,15.5,3rd Owner,Chennai,5,Fair,False,1130000
Hyundai,i20,Sportz,2017,Petrol,Automatic,121220,1247,20.7,2nd Owner,Pune,5,Excellent,True,205000
Skoda,Slavia,Active,2014,Petrol,Automatic,99759,1548,17.0,1st Owner,Bengaluru,5,Excellent,False,350000
Kia,Sonet,GTX+,2018,Diesel,Manual,88594,1147,17.1,4+ Owners,Delhi,5,Poor,True,135000
Audi,A6,45 TFSI Technology,2013,Petrol,Automatic,163209,1934,14.8,1st Owner,Hyderabad,5,Poor,True,770000
Honda,Civic,VX,2023,Diesel,Automatic,22485,1849,17.8,1st Owner,Chennai,5,Poor,False,920000
Maruti Suzuki,Dzire,LXi,2016,CNG,Automatic,61202,1197,24.4,4+ Owners,Kochi,5,Good,True,140000
Renault,Kiger,RXT,2024,Petrol,Automatic,15007,949,19.1,3rd Owner,Kochi,5,Excellent,True,485000
Tata,Tiago,XE,2015,CNG,Manual,124769,1199,20.7,1st Owner,Surat,5,Poor,False,120000
Toyota,Fortuner,Legender,2024,Diesel,Automatic,33813,2755,13.3,2nd Owner,Jaipur,7,Fair,False,2185000
Toyota,Innova Crysta,GX,2021,Diesel,Automatic,54534,2393,15.2,4+ Owners,Mumbai,7,Poor,True,590000
Renault,Triber,LXL,2018,Petrol,Automatic,77466,1049,19.0,2nd Owner,Chandigarh,7,Fair,False,180000
Mahindra,Thar,AX(O),2021,Petrol,Manual,39556,2184,16.3,2nd Owner,Delhi,4,Poor,True,445000
Renault,Kiger,RXT,2023,Petrol,Automatic,22414,949,19.4,1st Owner,Mumbai,5,Good,False,525000
Audi,A4,40 TFSI Technology,2023,Petrol,Automatic,40488,2034,16.1,3rd Owner,Jaipur,5,Excellent,True,2785000
Hyundai,i20,Magna,2014,Petrol,Automatic,108412,1247,20.8,2nd Owner,Jaipur,5,Poor,True,120000
Renault,Triber,RXZ,2024,Petrol,Manual,16421,1049,18.7,3rd Owner,Vadodara,7,Good,False,410000
Mahindra,Bolero,B6,2018,Diesel,Manual,90335,1543,16.1,4+ Owners,Kochi,7,Fair,False,195000
Volkswagen,Taigun,Comfortline,2024,Petrol,Automatic,17014,1448,19.3,3rd Owner,Mumbai,5,Fair,True,715000
Mahindra,Thar,LX Diesel AT,2017,Petrol,Manual,63104,2184,14.8,2nd Owner,Chennai,4,Fair,True,350000
Mercedes-Benz,E-Class,E 220d,2022,Diesel,Automatic,30375,1993,14.0,1st Owner,Chandigarh,5,Fair,True,4130000
Renault,Triber,RXE,2013,Petrol,Automatic,173319,949,20.1,2nd Owner,Surat,7,Excellent,False,120000
Skoda,Slavia,Ambition,2021,Petrol,Automatic,70772,1448,17.2,4+ Owners,Kolkata,5,Excellent,True,455000
Mercedes-Benz,E-Class,E 220d,2015,Diesel,Automatic,148563,2043,14.7,1st Owner,Ahmedabad,5,Poor,True,1205000
Volkswagen,Polo,Comfortline,2020,Petrol,Manual,87568,949,16.9,4+ Owners,Pune,5,Excellent,True,210000
Kia,Sonet,HTX,2016,Diesel,Automatic,64954,1147,19.9,4+ Owners,Chandigarh,5,Good,False,150000
Audi,A4,40 TFSI Premium,2023,Petrol,Automatic,20056,2034,16.1,2nd Owner,Lucknow,5,Fair,True,2570000
Mercedes-Benz,C-Class,C 200,2020,Diesel,Automatic,68046,2043,17.0,2nd Owner,Jaipur,5,Fair,False,1950000
Tata,Tiago,XE,2019,Electric,Manual,70085,1149,19.4,3rd Owner,Mumbai,5,Poor,True,120000
MG,Astor,Smart,2014,Petrol,Automatic,147771,1498,14.8,1st Owner,Pune,5,Poor,True,350000
Skoda,Kushaq,Active,2013,Petrol,Automatic,153072,1498,18.6,1st Owner,Pune,5,Fair,False,350000
Honda,WR-V,SV,2023,Diesel,Manual,20036,1448,16.5,4+ Owners,Vadodara,5,Good,True,435000
Skoda,Octavia,Style,2019,Petrol,Automatic,92027,2034,15.3,2nd Owner,Hyderabad,5,Good,True,1025000
Toyota,Innova Crysta,VX,2015,Diesel,Automatic,82953,2393,16.4,1st Owner,Bengaluru,7,Fair,True,460000
Mercedes-Benz,E-Class,E 200,2019,Diesel,Automatic,71884,1943,13.8,2nd Owner,Mumbai,5,Fair,True,2320000
Honda,City,VX,2014,Hybrid,Manual,174440,1548,18.2,2nd Owner,Lucknow,5,Poor,False,350000
Tata,Punch,Adventure,2013,CNG,Manual,138240,1149,20.7,2nd Owner,Kochi,5,Good,True,120000
Volkswagen,Polo,GT TSI,2024,Petrol,Automatic,23091,999,19.0,4+ Owners,Surat,5,Fair,False,330000
BMW,X1,sDrive20d,2021,Petrol,Automatic,64119,1945,16.4,4+ Owners,Surat,5,Excellent,False,1550000
MG,Hector,Shine,2017,Diesel,Automatic,99585,1956,14.8,3rd Owner,Chandigarh,5,Excellent,True,390000
MG,Astor,Style,2024,Petrol,Manual,28120,1498,14.5,4+ Owners,Mumbai,5,Good,False,555000
BMW,3 Series,330i M Sport,2014,Diesel,Automatic,102256,1945,14.9,4+ Owners,Vadodara,5,Fair,True,600000
Kia,Carens,Prestige,2019,Diesel,Manual,63084,1547,17.6,2nd Owner,Bengaluru,7,Good,True,410000
Maruti Suzuki,Alto,LXi,2017,CNG,Manual,78566,746,26.1,1st Owner,Chandigarh,5,Fair,True,120000
Audi,A6,45 TFSI Premium Plus,2022,Petrol,Automatic,42006,1984,13.8,1st Owner,Chandigarh,5,Excellent,True,4245000
Toyota,Innova Crysta,GX,2015,Diesel,Manual,125499,2393,14.0,1st Owner,Vadodara,7,Fair,False,395000
Maruti Suzuki,Baleno,Alpha,2015,Petrol,Automatic,101426,1247,23.1,1st Owner,Delhi,5,Fair,False,145000
Kia,Seltos,GTX+,2021,Petrol,Automatic,66769,1447,17.6,3rd Owner,Pune,5,Poor,True,390000
Renault,Kwid,RXT,2022,Petrol,Automatic,45816,1049,23.0,3rd Owner,Jaipur,5,Fair,True,215000
Volkswagen,Polo,GT TSI,2020,Petrol,Manual,63725,949,17.1,4+ Owners,Vadodara,5,Excellent,True,220000
Kia,Sonet,HTE,2018,Diesel,Manual,48776,1247,17.7,1st Owner,Chennai,5,Fair,False,255000
Hyundai,Alcazar,Platinum,2018,Diesel,Manual,70194,1493,19.1,4+ Owners,Kolkata,7,Excellent,True,405000
MG,Astor,Smart,2020,Petrol,Manual,88126,1548,15.5,3rd Owner,Jaipur,5,Excellent,True,385000
Mahindra,Scorpio-N,Z2,2015,Diesel,Manual,129263,2184,14.9,2nd Owner,Chandigarh,7,Poor,True,350000
Audi,A6,45 TFSI Technology,2024,Petrol,Automatic,22982,1984,15.2,3rd Owner,Kolkata,5,Fair,True,3540000
Tata,Nexon,Creative,2013,Petrol,Manual,176800,1149,18.3,2nd Owner,Hyderabad,5,Fair,False,120000
Skoda,Kushaq,Style,2015,Petrol,Manual,99569,1498,17.6,1st Owner,Mumbai,5,Fair,True,350000
Renault,Kwid,CLIMBER,2020,Petrol,Manual,88293,949,22.2,3rd Owner,Vadodara,5,Good,False,155000
Toyota,Glanza,G,2020,Petrol,Automatic,49256,1197,21.1,1st Owner,Hyderabad,5,Fair,False,300000
BMW,5 Series,520d Luxury Line,2015,Petrol,Automatic,131895,1995,16.1,1st Owner,Kolkata,5,Excellent,True,1540000
Hyundai,Venue,SX,2015,Diesel,Automatic,123753,1147,18.1,1st Owner,Kochi,5,Poor,True,140000
Mercedes-Benz,GLC,GLC 300,2014,Diesel,Automatic,167209,1943,16.0,2nd Owner,Lucknow,5,Fair,False,875000
BMW,X1,sDrive20i,2018,Diesel,Automatic,49030,1995,15.1,4+ Owners,Kolkata,5,Good,False,1050000
Renault,Kiger,RXE,2021,Petrol,Automatic,40099,1049,19.5,3rd Owner,Jaipur,5,Poor,False,220000
Honda,Amaze,VX,2015,Petrol,Automatic,79484,1149,19.5,4+ Owners,Kochi,5,Poor,False,120000
Honda,Amaze,VX,2023,Petrol,Automatic,27203,1199,18.8,4+ Owners,Bengaluru,5,Fair,False,300000
Hyundai,Alcazar,Signature,2019,Diesel,Automatic,46532,1443,19.1,1st Owner,Kochi,7,Good,True,710000
Toyota,Camry,2.5 Hybrid,2016,Hybrid,Automatic,110089,2487,20.4,4+ Owners,Surat,5,Fair,True,740000
Renault,Kiger,RXT,2015,Petrol,Manual,137531,949,17.6,3rd Owner,Delhi,5,Fair,True,120000
BMW,X1,sDrive20i,2023,Diesel,Automatic,40207,1995,16.4,2nd Owner,Kolkata,5,Good,True,2660000
Audi,A6,45 TFSI Technology,2015,Petrol,Automatic,86390,1934,14.5,2nd Owner,Surat,5,Poor,False,975000
Tata,Nexon,Pure,2023,Diesel,Automatic,37867,1199,17.4,4+ Owners,Ahmedabad,5,Fair,True,375000
Renault,Kwid,CLIMBER,2024,Petrol,Automatic,30410,1049,21.6,1st Owner,Chandigarh,5,Poor,False,275000
Volkswagen,Polo,Trendline,2015,Petrol,Automatic,156440,1049,19.4,1st Owner,Hyderabad,5,Poor,True,120000
Skoda,Octavia,L&K,2022,Petrol,Automatic,55236,1984,15.7,4+ Owners,Chandigarh,5,Fair,False,980000
Mercedes-Benz,E-Class,E 200,2015,Petrol,Automatic,109943,2043,14.9,2nd Owner,Chandigarh,5,Excellent,False,1550000
Renault,Kwid,CLIMBER,2020,Petrol,Manual,82957,999,21.3,3rd Owner,Chennai,5,Fair,True,150000
Renault,Kwid,RXT,2023,Petrol,Automatic,26899,1049,21.2,2nd Owner,Kochi,5,Excellent,False,340000
Tata,Altroz,XM,2020,Diesel,Automatic,62599,1249,19.7,2nd Owner,Chandigarh,5,Fair,True,270000
Mercedes-Benz,C-Class,C 220d,2015,Diesel,Automatic,152759,1993,17.6,2nd Owner,Ahmedabad,5,Poor,False,735000
Skoda,Kushaq,Active,2017,Petrol,Automatic,105235,1548,19.3,1st Owner,Jaipur,5,Fair,False,350000
MG,Astor,Smart,2017,Petrol,Manual,94055,1498,15.6,2nd Owner,Surat,5,Good,False,350000
Tata,Harrier,Smart,2023,Diesel,Manual,21322,1906,16.9,4+ Owners,Pune,5,Good,False,755000
Maruti Suzuki,Swift,LXi,2013,Petrol,Manual,100960,1247,21.2,2nd Owner,Delhi,5,Good,False,120000
MG,Hector,Sharp Pro,2017,Diesel,Automatic,90597,1906,15.1,1st Owner,Ahmedabad,5,Poor,False,355000
Toyota,Glanza,S,2020,Petrol,Automatic,58154,1147,22.7,1st Owner,Bengaluru,5,Poor,True,265000
Hyundai,Venue,S+,2014,Petrol,Manual,85941,1197,16.1,4+ Owners,Bengaluru,5,Excellent,True,125000
Toyota,Innova Crysta,ZX,2018,Diesel,Manual,119591,2393,15.0,4+ Owners,Lucknow,7,Excellent,True,450000
BMW,5 Series,520d Luxury Line,2022,Diesel,Automatic,46407,1945,17.8,1st Owner,Pune,5,Fair,True,3695000
Mercedes-Benz,E-Class,E 350d,2016,Petrol,Automatic,122069,1993,15.6,1st Owner,Vadodara,5,Fair,False,1535000
MG,Astor,Super,2015,Petrol,Manual,70472,1498,14.5,3rd Owner,Kolkata,5,Poor,True,350000
Maruti Suzuki,Wagon R,ZXi,2013,CNG,Manual,127654,998,26.5,2nd Owner,Surat,5,Good,True,120000
Tata,Safari,Smart,2020,Diesel,Manual,45063,1906,16.7,3rd Owner,Lucknow,7,Excellent,False,670000
Audi,Q3,35 TDI Quattro,2014,Petrol,Automatic,112389,1934,15.6,4+ Owners,Pune,5,Excellent,True,620000
Mercedes-Benz,C-Class,C 220d,2022,Petrol,Automatic,26118,1993,15.8,4+ Owners,Bengaluru,5,Fair,True,2095000
Renault,Kwid,RXT,2014,Petrol,Manual,79050,949,20.5,2nd Owner,Delhi,5,Fair,False,120000
Mercedes-Benz,E-Class,E 350d,2015,Petrol,Automatic,119399,1993,14.7,2nd Owner,Chandigarh,5,Excellent,True,1580000
Renault,Kwid,CLIMBER,2018,Petrol,Manual,78024,949,23.5,1st Owner,Chandigarh,5,Fair,True,145000
MG,Hector,Smart,2013,Petrol,Manual,113544,1956,14.8,1st Owner,Mumbai,5,Fair,False,350000
Toyota,Glanza,V,2013,Petrol,Manual,191333,1147,23.2,4+ Owners,Jaipur,5,Excellent,True,120000
BMW,5 Series,530d M Sport,2019,Petrol,Automatic,66187,1995,16.6,2nd Owner,Surat,5,Poor,True,1715000
Honda,City,VX,2022,Hybrid,Manual,50938,1448,19.1,4+ Owners,Bengaluru,5,Poor,False,350000
BMW,3 Series,320d Sport,2018,Diesel,Automatic,90108,1945,16.7,1st Owner,Chennai,5,Good,True,1760000
Volkswagen,Taigun,Highline,2018,Petrol,Automatic,67328,1548,19.2,2nd Owner,Delhi,5,Poor,False,350000
Honda,Civic,VX,2017,Petrol,Automatic,90429,1799,16.3,2nd Owner,Chandigarh,5,Good,True,505000
Maruti Suzuki,Swift,ZXi Plus,2024,Petrol,Automatic,31862,1197,23.2,1st Owner,Kolkata,5,Poor,True,375000
Mercedes-Benz,C-Class,C 300d,2024,Diesel,Automatic,18220,1993,16.1,1st Owner,Mumbai,5,Poor,False,3110000
Volkswagen,Polo,Trendline,2020,Petrol,Manual,74876,999,18.6,1st Owner,Lucknow,5,Excellent,False,310000
Mahindra,Bolero,B4,2017,Diesel,Manual,133376,1543,14.7,3rd Owner,Surat,7,Excellent,False,220000
Hyundai,Venue,S+,2020,Petrol,Automatic,70889,1247,17.7,1st Owner,Jaipur,5,Good,True,435000
Honda,City,ZX,2020,Petrol,Manual,69278,1498,17.8,4+ Owners,Chennai,5,Excellent,True,395000
Volkswagen,Taigun,Comfortline,2020,Petrol,Automatic,69261,1448,19.0,4+ Owners,Delhi,5,Excellent,False,430000
Toyota,Fortuner,2.7 4x2,2015,Diesel,Manual,96795,2755,13.2,2nd Owner,Jaipur,7,Excellent,False,685000
